SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2110 47th Ave,San Francisco,CA,94116,1195000,3,2,Outer Parkside,1500,2060,1939,4,797,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2110-47th-Ave-94116/home/1693446,San Francisco MLS,478213,N,Y,37.7470486,-122.5057805
MLS Listing,,Single Family Residential,425 Vernon St,San Francisco,CA,94132,1400000,8,3,Merced Heights,3116,5000,1916,4,449,,Active,,,http://www.redfin.com/CA/San-Francisco/425-Vernon-St-94132/home/938450,San Francisco MLS,477849,N,Y,37.7201107,-122.4682853
MLS Listing,,Condo/Co-op,1925 Leavenworth St #7,San Francisco,CA,94109,739000,1,1,Russian Hill,631,,1925,5,1171,432,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1925-Leavenworth-St-94133/unit-7/home/1441985,San Francisco MLS,478215,N,Y,37.7988514,-122.4175779
MLS Listing,,Townhouse,4150 17th St #29,San Francisco,CA,94114,1950000,2,2,Corona Heights,1769,,1994,5,1102,706,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4150-17th-St-94114/unit-29/home/885047,San Francisco MLS,477610,N,Y,37.762785,-122.438532
MLS Listing,,Townhouse,2121 Webster St Unit TH4,San Francisco,CA,94115,4285000,3,3.5,Pacific Heights,2424,,2016,5,1768,1942,Active,November-3-2018 03:00 PM,November-3-2018 04:30 PM,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-TH4/home/109226739,San Francisco MLS,478013,N,Y,37.7902213,-122.4329717
MLS Listing,,Multi-Family (2-4 Unit),317 Cortland Ave,San Francisco,CA,94124,2990000,4,,Bernal Heights,3759,1716,2010,5,795,,Active,,,http://www.redfin.com/CA/San-Francisco/317-Cortland-Ave-94110/home/39535608,San Francisco MLS,476197,N,Y,37.7393557,-122.4180789
MLS Listing,,Single Family Residential,1735 Lyon St,San Francisco,CA,94115,4800000,4,4,Lower Pacific Height,4400,4400,1902,6,1091,,Active,,,http://www.redfin.com/CA/San-Francisco/1735-Lyon-St-94115/home/1323681,San Francisco MLS,478127,N,Y,37.7869693,-122.4456716
MLS Listing,,Condo/Co-op,855 La Playa #166,San Francisco,CA,94121,778000,2,2,Outer Richmond,1178,,,6,660,750,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/855-La-Playa-St-94121/unit-166/home/114071758,San Francisco MLS,478202,N,Y,37.7722402,-122.5101792
MLS Listing,,Condo/Co-op,369 18th Ave #410,San Francisco,CA,94121,1260030,2,1.5,Central Richmond,948,,2018,6,1329,469,Active,November-2-2018 11:00 AM,November-2-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/369-18th-Ave-94121/unit-410/home/147885800,San Francisco MLS,478198,N,Y,37.7806384,-122.4774286
MLS Listing,,Single Family Residential,1110 Green St,San Francisco,CA,94109,14400000,4,6,Russian Hill,,,,6,,,Active,November-3-2018 10:00 AM,November-3-2018 12:00 PM,http://www.redfin.com/CA/San-Francisco/1110-Green-St-94109/home/1441950,San Francisco MLS,478024,N,Y,37.798642,-122.4176929
MLS Listing,,Condo/Co-op,1650 Jackson St #706,San Francisco,CA,94109,1049000,1,1,Nob Hill,875,,1991,6,1199,729,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1650-Jackson-St-94109/unit-706/home/1426197,San Francisco MLS,478053,N,Y,37.7942661,-122.42226
MLS Listing,,Condo/Co-op,88 Townsend St #107,San Francisco,CA,94107,372715,1,1,South Beach,593,,2004,6,629,495,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/88-Townsend-St-94107/unit-107/home/12401651,San Francisco MLS,477629,N,Y,37.781167,-122.3906969
MLS Listing,,Single Family Residential,1275 Sloat Blvd,San Francisco,CA,94132,1385000,3,2,Lake Shore,1578,,1948,6,878,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1275-Sloat-Blvd-94132/home/2028307,San Francisco MLS,478156,N,Y,37.7340291,-122.4857842
MLS Listing,,Multi-Family (2-4 Unit),22 Santa Marina St,SAN FRANCISCO,CA,94110,999000,,,SAN FRANCISCO,1180,2500,1900,6,847,,Active,,,http://www.redfin.com/CA/San-Francisco/22-Santa-Marina-St-94110/home/147859980,MLSListings,ML81729262,N,Y,37.7403797,-122.4226661
MLS Listing,,Multi-Family (2-4 Unit),2401 46th Ave,San Francisco,CA,94116,1500000,3,3.5,Outer Parkside,1705,1605,,6,880,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2401-46th-Ave-94116/home/40193081,San Francisco MLS,478191,N,Y,37.7415957,-122.5047856
MLS Listing,,Condo/Co-op,1320 Natoma St Unit A,San Francisco,CA,94103,690000,1,1,Inner Mission,,,,6,,170,Active,,,http://www.redfin.com/CA/San-Francisco/1320-Natoma-St-94103/unit-A/home/28890080,San Francisco MLS,478189,N,Y,37.7679365,-122.418715
MLS Listing,,Condo/Co-op,2515 Sacramento St,San Francisco,CA,94115,2900000,3,2,Pacific Heights,2555,,1890,6,1135,550,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2515-Sacramento-St-94115/home/1067232,San Francisco MLS,478155,N,Y,37.789453,-122.43484
MLS Listing,,Condo/Co-op,451 Kansas St #566,San Francisco,CA,94107,1095000,2,2,Potrero Hill,955,,2007,7,1147,565,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-566/home/18683103,San Francisco MLS,478002,N,Y,37.764113,-122.4029865
MLS Listing,,Condo/Co-op,355 Bryant St #110,San Francisco,CA,94107,3950000,2,3,South Beach,4040,,1917,7,978,1415,Active,,,http://www.redfin.com/CA/San-Francisco/355-Bryant-St-94107/unit-110/home/12396361,San Francisco MLS,477886,N,Y,37.7835506,-122.3924215
MLS Listing,,Single Family Residential,55 Clairview Ct,San Francisco,CA,94131,1179000,3,2,San Francisco County,1274,,1958,7,925,,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Clairview-Ct-94131/home/678375,BAREIS,21827966,N,Y,37.7547217,-122.4501961
MLS Listing,,Single Family Residential,51 Avila St,San Francisco,CA,94123,5895000,4,3.5,Marina,,2500,1924,7,,,Active,November-4-2018 12:00 PM,November-4-2018 02:00 PM,http://www.redfin.com/CA/San-Francisco/51-Avila-St-94123/home/979117,San Francisco MLS,478173,N,Y,37.8009447,-122.4406418
MLS Listing,,Condo/Co-op,2773 Folsom St #101,San Francisco,CA,94110,3799000,1,2.5,Inner Mission,2835,,1906,7,1340,500,Active,,,http://www.redfin.com/CA/San-Francisco/2773-Folsom-St-94110/unit-101/home/1399434,San Francisco MLS,478181,N,Y,37.7531484,-122.4137324
MLS Listing,,Single Family Residential,45 Chenery St,San Francisco,CA,94131,5500000,10,11,Glen Park,,24624,1986,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/45-Chenery-St-94131/home/147865391,San Francisco MLS,478178,N,Y,37.7411971,-122.4255878
MLS Listing,,Single Family Residential,778 46th Ave,San Francisco,CA,94121,1499000,3,2,Outer Richmond,1948,2996,1923,7,770,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/778-46th-Ave-94121/home/621367,San Francisco MLS,474309,N,Y,37.7738346,-122.5066094
MLS Listing,,Single Family Residential,26 Bradford,San Francisco,CA,94110,1898000,5,3.5,Bernal Heights,,1655,,7,,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/26-Bradford-St-94110/home/2032121,San Francisco MLS,478171,N,Y,37.742831,-122.4095282
MLS Listing,,Condo/Co-op,81 29th St,San Francisco,CA,94110,995000,2,1,Bernal Heights,971,,1907,7,1025,251,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/81-29th-St-94110/home/28938915,San Francisco MLS,477791,N,Y,37.7438149,-122.4222232
MLS Listing,,Townhouse,2960 Bush St,San Francisco,CA,94115,1995000,3,2,Lower Pacific Height,2160,,,7,924,,Active,November-4-2018 11:00 AM,November-4-2018 01:00 PM,http://www.redfin.com/CA/San-Francisco/2960-Bush-St-94115/home/1683840,San Francisco MLS,478165,N,Y,37.7856359,-122.446044
MLS Listing,,Single Family Residential,57 Santa Rita Ave,San Francisco,CA,94116,1795000,4,3.5,Forest Hill,4548,3615,1930,7,395,32,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/57-Santa-Rita-Ave-94116/home/1878526,San Francisco MLS,478103,N,Y,37.747554,-122.464171
MLS Listing,,Single Family Residential,55 Ledyard St,San Francisco,CA,94124,798000,2,2,Silver Terrace,,,1908,7,,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Ledyard-St-94124/home/1879490,San Francisco MLS,478089,N,Y,37.7331067,-122.401718
MLS Listing,,Single Family Residential,1634 27th Ave,San Francisco,CA,94122,958000,2,1,Central Sunset,,,,7,,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1634-27th-Ave-94122/home/893492,San Francisco MLS,478026,N,Y,37.756917,-122.4850006
MLS Listing,,Condo/Co-op,235 Berry St #510,San Francisco,CA,94158,1595000,2,2,Mission Bay,1490,,2007,7,1070,666,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-510/home/12402630,San Francisco MLS,478134,N,Y,37.774703,-122.3940893
MLS Listing,,Condo/Co-op,888 7th St #113,SAN FRANCISCO,CA,94107,699000,0,1,SAN FRANCISCO,496,95280,2007,7,1409,358,Active,November-4-2018 01:00 PM,November-4-2018 03:00 PM,http://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-113/home/17306439,MLSListings,ML81729147,N,Y,37.7703795,-122.4010623
MLS Listing,,Multi-Family (2-4 Unit),637-639 19th Ave,San Francisco,CA,94121,2995000,7,5,Central Richmond,5104,3841,1998,7,587,,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/637-19th-Ave-94121/home/147861777,San Francisco MLS,478158,N,Y,37.7758595,-122.4782648
MLS Listing,,Condo/Co-op,725 Florida St,San Francisco,CA,94110,895000,1,1.5,Inner Mission,914,,2000,7,979,644,Active,,,http://www.redfin.com/CA/San-Francisco/725-Florida-St-94110/unit-9/home/12397193,San Francisco MLS,478151,N,Y,37.759939,-122.410576
MLS Listing,,Condo/Co-op,264 5th Ave #3,SAN FRANCISCO,CA,94118,1395000,3,2,SAN FRANCISCO,1379,2996,1988,7,1012,150,Active,,,http://www.redfin.com/CA/San-Francisco/264-5th-Ave-94118/unit-3/home/12277485,MLSListings,ML81729130,N,Y,37.7837003,-122.4630739
MLS Listing,,Condo/Co-op,1776 Sacramento St #410,San Francisco,CA,94109,1299000,2,2,Nob Hill,1128,,1992,7,1152,685,Active,November-3-2018 01:00 AM,November-3-2018 05:00 PM,http://www.redfin.com/CA/San-Francisco/1776-Sacramento-St-94109/unit-410/home/1610003,San Francisco MLS,478136,N,Y,37.7915441,-122.4221102
MLS Listing,,Condo/Co-op,1145 Divisadero St #1,San Francisco,CA,94115,1295000,2,2,Anza Vista,1460,,1983,7,887,454,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1145-Divisadero-St-94115/unit-1/home/77437420,San Francisco MLS,478143,N,Y,37.7801513,-122.4390459
MLS Listing,,Single Family Residential,1945 Franklin St,San Francisco,CA,94109,8380000,5,7.5,Pacific Heights,6957,3781,1900,7,1205,,Active,,,http://www.redfin.com/CA/San-Francisco/1945-Franklin-St-94109/home/1296405,San Francisco MLS,477991,N,Y,37.7925346,-122.424804
MLS Listing,,Condo/Co-op,200 Randall St,San Francisco,CA,94131,995000,2,1,Glen Park,1014,,1921,7,981,240,Active,November-3-2018 02:00 PM,November-3-2018 05:00 PM,http://www.redfin.com/CA/San-Francisco/200-Randall-St-94131/home/17306999,San Francisco MLS,477970,N,Y,37.7397758,-122.4278567
MLS Listing,,Condo/Co-op,599 Belvedere St,San Francisco,CA,94117,1595000,3,2,Parnassus/Ashbury Heights,,,1941,7,,295,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/599-Belvedere-St-94117/Uppr/home/147860420,San Francisco MLS,477624,N,Y,37.7618649,-122.4479513
MLS Listing,,Single Family Residential,1177 Stanyan St,San Francisco,CA,94117,2795000,3,2,Parnassus/Ashbury Heights,,2783,,7,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1177-Stanyan-St-94117/home/1548928,San Francisco MLS,478149,N,Y,37.7627387,-122.4524187
MLS Listing,,Condo/Co-op,2025 Broderick St #1,San Francisco,CA,94115,699000,1,1,Pacific Heights,680,,1960,7,1028,507,Active,,,http://www.redfin.com/CA/San-Francisco/2025-Broderick-St-94115/unit-1/home/1995991,San Francisco MLS,478145,N,Y,37.7891325,-122.4426322
MLS Listing,,Single Family Residential,55 Terrace Dr,San Francisco,CA,94127,2895000,6,3,St. Francis Wood,3894,4268,1924,7,743,152,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Terrace-Dr-94127/home/1014330,San Francisco MLS,477995,N,Y,37.7378854,-122.4664278
MLS Listing,,Condo/Co-op,2 Rayburn St,San Francisco,CA,94114,1249000,2,1,Eureka Valley/Dolore,,,1941,7,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2-Rayburn-St-94114/home/147860093,San Francisco MLS,478125,N,Y,37.756905,-122.4319065
MLS Listing,,Condo/Co-op,485 Liberty St,San Francisco,CA,94114,1749000,2,1.5,Eureka Valley/Dolore,,,1941,7,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/485-Liberty-St-94114/home/1479076,San Francisco MLS,478124,N,Y,37.756891,-122.4319343
MLS Listing,,Single Family Residential,94 Joost Ave,San Francisco,CA,94131,959000,2,1,Glen Park,1060,1245,1927,7,905,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/94-Joost-Ave-94131/home/1869451,San Francisco MLS,478057,N,Y,37.732555,-122.4372719
MLS Listing,,Townhouse,571 Ivy St,San Francisco,CA,94109,1995000,3,2.5,Hayes Valley,,,1890,7,,300,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/571-Ivy-St-94102/home/1872047,San Francisco MLS,478092,N,Y,37.7766929,-122.4274732
MLS Listing,,Condo/Co-op,875 Vermont St #201,San Francisco,CA,94107,699000,1,1,Potrero Hill,,,1965,7,,184,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/875-Vermont-St-94107/unit-201/home/22044289,San Francisco MLS,478144,N,Y,37.7585731,-122.403654
MLS Listing,,Condo/Co-op,569 Ivy St,San Francisco,CA,94109,1195000,2,2,Hayes Valley,,,1890,7,,200,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/569-Ivy-St-94102/home/145922695,San Francisco MLS,478091,N,Y,37.7766958,-122.4274607
MLS Listing,,Single Family Residential,216 Bridgeview Dr,San Francisco,CA,94124,890000,0,1,Silver Terrace,1428,2513,1946,7,623,,Active,,,http://www.redfin.com/CA/San-Francisco/216-Bridgeview-Dr-94124/home/1922654,San Francisco MLS,478142,N,Y,37.7346874,-122.3976024
MLS Listing,,Condo/Co-op,3235 Gough St #206,San Francisco,CA,94123,899000,2,1,Marina,878,,1927,7,1024,441,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/3235-Gough-St-94123/unit-206/home/40431683,San Francisco MLS,478120,N,Y,37.803246,-122.4286309
MLS Listing,,Condo/Co-op,3036 Pierce St,San Francisco,CA,94123,1695000,2,2,Cow Hollow,,,,7,,308,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/3036-Pierce-St-94123/home/1135565,San Francisco MLS,478059,N,Y,37.798142,-122.438762
MLS Listing,,Condo/Co-op,611 Mason #602,San Francisco,CA,94108,699000,2,2,Downtown,930,,1986,7,752,726,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/611-Mason-St-94108/unit-602/home/102819514,San Francisco MLS,478135,N,Y,37.7892062,-122.410511
MLS Listing,,Single Family Residential,3792 Cesar Chavez,San Francisco,CA,94110,1349000,3,1,Noe Valley,1227,1900,1900,7,1099,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/3792-Cesar-Chavez-94110/home/1802295,San Francisco MLS,478028,N,Y,37.7480476,-122.42445
MLS Listing,,Condo/Co-op,1260 Clay St #303,San Francisco,CA,94108,719000,1,1,Nob Hill,575,,1950,7,1250,510,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1260-Clay-St-94109/unit-303/home/548712,San Francisco MLS,477771,N,Y,37.7935232,-122.4139103
MLS Listing,,Single Family Residential,1862 15th Ave,San Francisco,CA,94122,1698000,3,3,Golden Gate Heights,2109,3598,1947,7,805,,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1862-15th-Ave-94122/home/1724983,San Francisco MLS,478130,N,Y,37.7531108,-122.4718674
MLS Listing,,Single Family Residential,590 Chenery St,San Francisco,CA,94131,1995000,4,3,Glen Park,,3223,1933,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/590-Chenery-St-94131/home/807669,San Francisco MLS,478009,N,Y,37.7347184,-122.4321922
MLS Listing,,Single Family Residential,182 Flood Ave,San Francisco,CA,94131,995000,2,1,Sunnyside,,1875,1927,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/182-Flood-Ave-94131/home/1996992,San Francisco MLS,477655,N,Y,37.7301069,-122.443915
MLS Listing,,Condo/Co-op,68 McCoppin St #12,San Francisco,CA,94103,739000,1,1,South of Market,745,,1996,7,992,274,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/68-McCoppin-St-94103/unit-12/home/12395657,San Francisco MLS,477032,N,Y,37.7718592,-122.4218639
MLS Listing,,Condo/Co-op,355 Buena Vista Ave E Unit 307W,San Francisco,CA,94117,849000,1,1,Buena Vista Park,,,1986,7,,739,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-307W/home/114066818,San Francisco MLS,478067,N,Y,37.7671808,-122.4401329
MLS Listing,,Condo/Co-op,325 Berry St #114,San Francisco,CA,94158,1699000,2,2.5,Mission Bay,1477,,2007,7,1150,664,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/325-Berry-St-94158/unit-114/home/17305756,San Francisco MLS,477968,N,Y,37.7733862,-122.3957566
MLS Listing,,Single Family Residential,2616 Octavia St,San Francisco,CA,94123,2488000,3,2.5,Pacific Heights,1806,1437,1957,7,1378,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2616-Octavia-St-94123/home/951132,San Francisco MLS,478075,N,Y,37.7964906,-122.4285069
MLS Listing,,Single Family Residential,1647 Lombard St,San Francisco,CA,94123,2988888,3,3,Cow Hollow,3628,1519,1922,7,824,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1647-Lombard-St-94123/home/2033087,San Francisco MLS,477530,N,Y,37.8006161,-122.428653
MLS Listing,,Condo/Co-op,1264 Bush St #6,San Francisco,CA,94109,595000,1,1,Downtown,,,1917,8,,313,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1264-Bush-St-94109/unit-6/home/17393158,San Francisco MLS,478035,N,Y,37.7890943,-122.4180388
MLS Listing,,Condo/Co-op,1264 Bush St #5,San Francisco,CA,94109,495000,0,1,Downtown,,,1917,8,,270,Active,November-3-2018 01:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1264-Bush-St-94109/unit-5/home/17393160,San Francisco MLS,478034,N,Y,37.7890943,-122.4180388
MLS Listing,,Multi-Family (2-4 Unit),71 Surrey St,San Francisco,CA,94131,899000,3,2.5,Glen Park,1420,2199,1910,8,633,,Active,November-4-2018 02:00 PM,November-4-2018 03:00 PM,http://www.redfin.com/CA/San-Francisco/71-Surrey-St-94131/home/811468,San Francisco MLS,478129,N,Y,37.7356515,-122.4338983
