SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,368 Capitol Ave,San Francisco,CA,94112,749000,2,1,Oceanview,1140,2622,1945,16,657,,Active,,,http://www.redfin.com/CA/San-Francisco/368-Capitol-Ave-94112/home/1584820,San Francisco MLS,477736,N,Y,37.713598,-122.4587444
MLS Listing,,Single Family Residential,172 Caine Ave,San Francisco,CA,94112,669900,3,1,Oceanview,750,2500,1909,16,893,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/172-Caine-Ave-94112/home/1897077,San Francisco MLS,477725,N,Y,37.7154396,-122.4523966
MLS Listing,,Condo/Co-op,25 Guerrero St #101,San Francisco,CA,94103,1199000,2,2,Mission Dolores,1425,,1928,16,841,783,Active,,,http://www.redfin.com/CA/San-Francisco/25-Guerrero-St-94103/unit-101/home/40143296,San Francisco MLS,477699,N,Y,37.7704607,-122.42445
MLS Listing,,Single Family Residential,80 Alviso St,San Francisco,CA,94127,1988000,4,3,Ingleside Terr,2126,5658,1937,16,935,,Active,,,http://www.redfin.com/CA/San-Francisco/80-Alviso-St-94127/home/815181,Bridge MLS,40842816,N,Y,37.7231907,-122.4686833
MLS Listing,,Single Family Residential,2855 34th Ave,San Francisco,CA,94116,2195000,4,4.5,Pine Lake Park,2347,3998,1928,16,935,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/2855-34th-Ave-94116/home/2021687,San Francisco MLS,477592,N,Y,37.7346144,-122.4915445
MLS Listing,,Multi-Family (2-4 Unit),551-553 25th Ave,San Francisco,CA,94121,1150000,2,2,Central Richmond,2160,2500,1915,16,532,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/551-25th-Ave-94121/home/2023784,San Francisco MLS,477345,N,Y,37.7790515,-122.4849569
MLS Listing,,Condo/Co-op,369 18th Ave #102,San Francisco,CA,94121,1150000,1,1,Central Richmond,1098,,2018,17,1047,572,Active,November-2-2018 11:00 AM,November-2-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/369-18th-Ave-94121/unit-102/home/147617539,San Francisco MLS,477710,N,Y,37.7806384,-122.4774286
MLS Listing,,Single Family Residential,1190 Palou Ave,San Francisco,CA,94124,1299000,4,3,Bayview,2146,,1934,17,605,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1190-Palou-Ave-94124/home/1807076,San Francisco MLS,477658,N,Y,37.7298166,-122.3831636
MLS Listing,,Single Family Residential,1 McCormick St,San Francisco,CA,94109,3985000,4,4,Nob Hill,,1805,2017,17,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-McCormick-St-94109/home/1626131,San Francisco MLS,477688,N,Y,37.79497,-122.419185
MLS Listing,,Condo/Co-op,1545 Geary Blvd #3,San Francisco,CA,94115,650000,3,2,Western Addition,1050,,1964,17,619,959,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1545-Geary-Blvd-94115/unit-3/home/12401682,San Francisco MLS,477682,N,Y,37.7842428,-122.4286183
MLS Listing,,Single Family Residential,1072 Geneva Ave,San Francisco,CA,94112,1395000,5,3,Crocker Amazon,2500,2557,,17,558,,Active,November-3-2018 02:00 PM,November-3-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1072-Geneva-Ave-94112/home/1248825,San Francisco MLS,477625,N,Y,37.714934,-122.438493
MLS Listing,,Multi-Family (2-4 Unit),953-957 Union St,San Francisco,CA,94133,6570000,9,6,Russian Hill,6359,2169,1907,17,1033,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/953-Union-St-94133/home/1180010,San Francisco MLS,477633,N,Y,37.7995111,-122.4149928
MLS Listing,,Condo/Co-op,1702 Fell St #2,SAN FRANCISCO,CA,94117,1500000,2,2,SAN FRANCISCO,1373,2085,1989,18,1092,475,Active,,,http://www.redfin.com/CA/San-Francisco/1702-Fell-St-94117/unit-2/home/980542,MLSListings,ML81727732,N,Y,37.7731324,-122.4462004
MLS Listing,,Single Family Residential,299 Franconia St,San Francisco,CA,94110,1370000,0,,Bernal Heights,,1750,,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/299-Franconia-St-94110/unit-V/home/39982148,San Francisco MLS,477666,N,Y,37.7448803,-122.4074042
MLS Listing,,Condo/Co-op,401 Harrison Ph 49A,San Francisco,CA,94105,3700000,2,2,South Beach,1648,,2014,18,2245,1318,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-49A/home/144064348,San Francisco MLS,477650,N,Y,37.7863747,-122.3919931
MLS Listing,,Condo/Co-op,11 Perego Ter #5,San Francisco,CA,94131,995000,2,2,Twin Peaks,1470,,1962,18,677,560,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/11-Perego-Ter-94131/unit-5/home/1541966,San Francisco MLS,477548,N,Y,37.750268,-122.444377
MLS Listing,,Condo/Co-op,1145 Pine #26,San Francisco,CA,94109,625000,1,1,Downtown,600,,1912,18,1042,410,Active,,,http://www.redfin.com/CA/San-Francisco/1145-Pine-St-94109/unit-26/home/1601699,San Francisco MLS,477645,N,Y,37.790102,-122.4148047
MLS Listing,,Single Family Residential,120 Brewster St,San Francisco,CA,94110,1370000,4,4.5,Bernal Heights,,1750,1900,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/120-Brewster-St-94110/home/1439294,San Francisco MLS,477644,N,Y,37.7448194,-122.4071304
MLS Listing,,Single Family Residential,162 20th Ave,San Francisco,CA,94121,1749000,2,1,Lake,1649,3120,1908,18,1061,,Active,,,http://www.redfin.com/CA/San-Francisco/162-20th-Ave-94121/home/603857,San Francisco MLS,477643,N,Y,37.7848302,-122.4794291
MLS Listing,,Condo/Co-op,1177 California #502,San Francisco,CA,94108,595000,1,1,Nob Hill,511,,,18,1164,830,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-502/home/1538435,San Francisco MLS,477642,N,Y,37.7912242,-122.4136696
MLS Listing,,Single Family Residential,109 Madrone Ave,San Francisco,CA,94127,1850000,4,3.5,West Portal,2176,3175,1920,18,850,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/109-Madrone-Ave-94127/home/1985460,San Francisco MLS,477639,N,Y,37.7412679,-122.4675335
MLS Listing,,Condo/Co-op,38 Lusk St #1,San Francisco,CA,94107,2100000,1,2,South Beach,1930,,1995,18,1088,415,Active,,,http://www.redfin.com/CA/San-Francisco/38-Lusk-St-94107/unit-1/home/12396040,San Francisco MLS,474542,N,Y,37.7784043,-122.3947906
MLS Listing,,Multi-Family (2-4 Unit),1356 Funston Ave,SAN FRANCISCO,CA,94122,1495000,5,,SAN FRANCISCO,2232,2996,1923,18,670,,Active,,,http://www.redfin.com/CA/San-Francisco/1356-Funston-Ave-94122/home/627315,MLSListings,ML81727648,N,Y,37.7627621,-122.4701899
MLS Listing,,Single Family Residential,2410 Steiner,San Francisco,CA,94115,4995000,4,3.5,Pacific Heights,,,,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/2410-Steiner-St-94115/home/1069463,San Francisco MLS,477600,N,Y,37.791824,-122.435835
MLS Listing,,Single Family Residential,220 Talbert St,San Francisco,CA,94134,998000,3,1,Visitacion Valley,1437,2495,1941,18,695,,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/220-Talbert-St-94134/home/1353959,San Francisco MLS,477637,N,Y,37.7090981,-122.4072272
MLS Listing,,Single Family Residential,655 Marina Blvd,San Francisco,CA,94123,5795000,5,4,Marina,,,1935,18,,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/655-Marina-Blvd-94123/home/1515059,San Francisco MLS,474942,N,Y,37.8052813,-122.4446953
MLS Listing,,Single Family Residential,4162 Folsom St,San Francisco,CA,94110,999000,2,1,San Francisco County,875,1751,1940,18,1142,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/4162-Folsom-St-94110/home/763613,BAREIS,21826857,N,Y,37.7351177,-122.4138424
MLS Listing,,Condo/Co-op,49 Uranus Ter,San Francisco,CA,94114,1595000,3,2.5,Corona Heights,1573,,1987,18,1014,175,Active,November-4-2018 01:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/49-Uranus-Ter-94114/unit-100/home/1985332,San Francisco MLS,477636,N,Y,37.761208,-122.445265
MLS Listing,,Condo/Co-op,38 Lusk St #4,San Francisco,CA,94107,1475000,1,2,South Beach,1614,,1995,18,914,415,Active,November-3-2018 03:00 PM,November-3-2018 05:00 PM,http://www.redfin.com/CA/San-Francisco/38-Lusk-St-94107/unit-4/home/12396476,San Francisco MLS,477617,N,Y,37.7784043,-122.3947906
MLS Listing,,Single Family Residential,26 Cervantes Blvd,San Francisco,CA,94123,2825000,3,2.5,Marina,2250,2665,1925,18,1256,,Active,,,http://www.redfin.com/CA/San-Francisco/26-Cervantes-Blvd-94123/home/1153172,San Francisco MLS,477470,N,Y,37.8033627,-122.4375008
MLS Listing,,Condo/Co-op,21 Rosemont Pl,San Francisco,CA,94103,1750000,2,2,Mission Dolores,,,,18,,,Active,,,http://www.redfin.com/CA/San-Francisco/21-Rosemont-Pl-94103/home/52844154,San Francisco MLS,477619,N,Y,37.7687871,-122.425494
MLS Listing,,Single Family Residential,233 Dellbrook Ave,San Francisco,CA,94131,1395000,4,2,Midtown Terrace,1818,3380,1956,18,767,,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/233-Dellbrook-Ave-94131/home/680651,San Francisco MLS,476432,N,Y,37.749897,-122.4532922
MLS Listing,,Condo/Co-op,1 Daniel Burnham #1116,San Francisco,CA,94109,829000,1,1,Van Ness/Civic Center,750,,,18,1105,727,Active,November-4-2018 02:00 PM,November-4-2018 04:00 PM,http://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-1116/home/1507151,San Francisco MLS,476504,N,Y,37.786783,-122.4219061
MLS Listing,,Condo/Co-op,2500 Steiner St #3,San Francisco,CA,94115,7400000,5,4,Pacific Heights,3500,,1927,19,2114,3186,Active,,,http://www.redfin.com/CA/San-Francisco/2500-Steiner-St-94115/unit-3/home/12400542,San Francisco MLS,475508,N,Y,37.792544,-122.4360312
